damage,enemies,structures_destroyed,danger_percent
353,37,3,88.66
415,11,3,72.11
108,10,3,45.33
562,19,5,100.0
496,8,6,91.01
340,0,4,53.08
382,2,7,84.92
532,20,6,100.0
299,22,7,92.34
138,8,3,37.73
358,18,7,97.83
498,44,5,100.0
384,45,2,97.1
279,18,7,83.01
482,22,6,100.0
110,26,4,59.93
138,26,3,58.01
434,38,0,85.19
508,35,2,100.0
272,11,1,42.96
98,26,7,85.64
103,45,7,100.0
213,33,4,79.55
164,32,4,76.07
519,27,3,87.37
283,30,0,59.65
516,31,0,78.68
163,19,5,64.61
63,39,3,77.61
90,34,3,69.93
116,30,2,61.05
266,30,8,100.0
558,37,2,100.0
139,21,7,84.33
245,44,1,79.51
394,40,3,100.0
486,8,0,47.66
475,8,4,71.58
516,14,1,67.12
183,12,0,23.98
19,21,0,30.42
557,15,1,63.86
523,31,4,100.0
581,1,8,97.09
528,25,5,100.0
146,13,3,50.41
303,37,2,82.25
581,33,7,100.0
227,7,2,35.97
101,35,0,47.17
586,20,3,82.8
416,45,4,100.0
215,42,4,94.04
406,27,4,86.34
398,45,7,100.0
498,43,7,100.0
464,5,3,63.62
81,19,8,77.98
364,30,0,57.05
162,32,4,71.9
47,43,4,79.57
510,6,4,77.59
328,7,7,81.53
115,8,8,71.36
336,1,2,33.04
146,16,8,87.96
574,44,7,100.0
322,36,2,81.48
442,41,1,95.59
12,43,3,77.05
493,16,1,69.76
286,37,3,85.79
113,34,4,71.83
479,38,1,94.38
21,29,7,76.52
348,5,0,41.63
565,3,2,61.91
319,36,6,100.0
125,34,0,45.87
276,8,1,33.07
203,5,2,35.8
193,12,1,36.31
546,21,1,70.44
285,27,5,86.27
56,29,6,72.81
302,35,5,100.0
162,1,5,46.44
18,35,8,93.93
369,7,7,78.27
263,44,7,100.0
112,41,5,89.0
487,8,4,75.83
326,0,8,78.75
541,12,1,67.35
578,14,6,100.0
64,31,5,67.38
291,33,6,100.0
24,42,3,68.08
548,30,8,100.0
0,13,6,54.43
548,13,1,67.15
140,28,3,62.18
187,18,4,60.41
127,26,1,46.3
200,8,7,76.77
126,36,0,53.27
256,36,2,72.81
546,42,0,90.25
193,27,4,72.84
103,23,7,82.29
534,27,6,100.0
264,35,8,100.0
383,17,1,54.17
259,24,7,93.32
413,34,7,100.0
357,3,5,60.08
74,13,2,32.66
354,38,1,82.81
583,25,7,100.0
187,7,5,55.09
289,23,3,68.58
44,15,4,42.23
572,19,4,96.66
82,14,8,80.64
122,6,8,79.22
357,16,7,94.81
527,21,7,100.0
65,21,1,33.22
374,11,2,48.6
161,17,7,79.49
379,45,4,100.0
357,14,6,89.44
187,36,7,100.0
321,15,5,77.16
449,4,4,68.16
473,1,7,74.85
12,27,0,36.41
183,40,0,60.32
110,26,0,37.19
507,30,2,88.27
289,40,5,100.0
294,35,5,95.15
450,42,4,100.0
214,0,6,53.89
566,28,4,100.0
26,0,1,2.63
230,7,3,45.44
564,15,0,58.73
320,27,6,94.43
232,21,3,63.83
436,17,3,68.36
532,21,3,83.97
402,40,2,95.44
52,11,7,57.21
312,18,3,73.17
280,24,7,100.0
30,4,8,57.22
336,33,0,63.33
182,38,3,80.47
22,9,5,39.27
543,6,7,88.13
445,36,5,100.0
73,14,5,54.6
9,41,3,69.8
483,23,8,100.0
455,25,6,100.0
565,25,5,100.0
563,45,0,94.49
159,25,1,51.17
13,9,5,39.69
177,16,0,28.56
411,13,4,74.97
52,1,0,1.15
407,12,2,59.43
21,26,6,69.08
29,8,4,34.47
259,6,0,19.51
204,9,0,27.68
58,8,7,54.75
470,21,8,100.0
465,22,6,100.0
11,6,2,20.25
289,8,5,64.62
353,26,2,73.21
74,23,3,50.11
560,28,3,100.0
590,16,2,72.01
440,19,5,89.59
240,6,4,55.74
153,42,8,100.0
95,39,8,100.0
293,6,2,40.41
208,27,8,97.01
342,18,2,64.36
87,19,3,46.3
389,43,0,83.74
324,38,4,98.58
156,39,8,100.0
576,6,1,61.03
136,5,3,33.14
427,24,1,63.62
451,40,7,100.0
140,12,8,77.12
82,38,2,56.32
176,39,8,100.0
197,21,5,74.65
567,16,5,94.93
420,21,6,100.0
400,33,4,91.37
470,7,5,81.21
217,44,0,73.82
174,17,2,51.15
22,23,8,75.1
234,41,4,95.18
12,1,4,25.48
100,1,7,49.08
535,26,1,78.84
522,13,6,92.74
451,38,8,100.0
430,11,6,88.65
532,31,4,100.0
292,27,5,85.36
100,27,3,58.38
501,45,6,100.0
303,24,0,57.07
539,3,3,68.98
552,25,2,87.37
354,35,3,88.78
302,2,0,19.47
495,0,1,51.27
226,16,8,87.49
235,6,6,71.22
454,4,5,74.4
12,18,1,37.16
209,38,0,64.75
396,45,1,86.45
99,33,6,84.06
30,34,1,49.02
527,15,2,69.66
328,39,7,100.0
165,38,6,92.33
458,26,8,100.0
99,40,3,76.37
172,37,6,93.14
161,24,0,49.44
262,25,1,57.71
273,13,6,73.17
2,13,1,15.74
27,13,5,50.5
325,24,8,100.0
148,35,4,82.97
539,3,6,85.15
487,14,0,50.99
437,31,7,100.0
64,17,8,79.26
355,13,4,68.98
532,0,5,75.72
251,41,7,100.0
234,19,3,55.3
226,9,1,36.01
524,9,7,96.42
312,23,1,61.09
48,33,4,66.48
117,27,5,71.84
53,26,4,68.09
564,39,5,100.0
43,0,5,22.76
52,32,2,60.19
585,3,2,63.11
557,6,8,100.0
524,8,2,60.49
101,15,2,35.28
397,4,1,40.34
137,33,6,85.05
386,22,3,71.36
110,42,0,55.04
16,24,5,63.87
181,12,4,55.08
535,23,1,79.12
540,10,5,87.43
170,16,0,27.57
408,36,2,90.82
377,12,3,60.04
187,26,2,61.75
229,19,5,68.96
118,32,3,64.59
155,41,0,60.15
464,31,4,100.0
103,7,4,43.34
501,28,8,100.0
174,39,7,100.0
420,18,7,93.35
133,5,4,38.49
390,43,7,100.0
500,38,6,100.0
32,40,0,47.68
54,20,6,70.07
518,21,7,100.0
11,41,2,61.75
527,9,8,98.07
554,9,7,97.43
372,28,1,68.01
483,15,5,91.71
227,0,3,30.96
306,16,2,54.86
456,29,5,100.0
159,25,8,92.94
330,45,1,78.44
224,18,4,70.64
503,20,5,99.68
455,16,3,78.58
44,45,6,89.54
213,39,1,76.39
58,20,6,64.55
194,40,1,67.98
488,39,0,83.03
156,44,4,95.07
225,18,1,45.38
411,6,7,87.51
204,16,7,81.32
78,0,0,5.86
123,36,3,68.75
470,5,8,100.0
217,25,4,67.51
515,1,5,76.55
103,31,2,59.95
392,4,4,66.78
433,36,0,83.39
330,30,7,100.0
142,11,5,59.18
539,34,1,97.48
277,29,3,76.2
232,5,3,39.79
528,14,8,100.0
570,14,8,100.0
89,15,4,52.61
491,19,2,79.34
198,12,0,29.76
361,43,5,100.0
440,41,7,100.0
25,45,0,48.89
24,30,0,31.74
393,33,6,100.0
506,28,6,100.0
300,2,1,34.59
338,8,2,49.38
266,10,1,46.82
460,10,5,81.56
455,24,7,100.0
359,21,7,100.0
67,41,0,49.39
411,45,8,100.0
490,8,7,100.0
48,19,8,76.62
563,20,8,100.0
101,9,5,52.06
215,21,2,53.53
437,28,0,65.39
568,8,7,98.61
558,4,2,68.17
158,39,6,97.89
488,10,5,78.23
241,0,2,26.23
4,41,5,90.85
595,0,2,59.71
360,38,8,100.0
458,45,0,87.55
247,4,7,71.34
565,21,4,100.0
421,25,3,80.57
14,5,0,8.95
572,31,8,100.0
121,10,8,81.77
276,9,4,59.95
557,38,8,100.0
452,33,8,100.0
389,30,6,100.0
293,11,7,80.3
573,43,0,87.65
597,15,3,84.87
445,37,3,98.94
209,2,8,73.07
589,1,2,59.23
301,4,0,25.8
222,10,4,55.73
2,24,6,61.51
517,34,3,100.0
92,34,8,92.71
519,21,5,100.0
427,36,5,100.0
492,21,2,73.86
234,10,4,59.36
160,31,5,82.95
330,34,3,82.66
332,30,2,67.47
49,44,4,83.99
522,7,6,85.98
491,19,5,98.96
581,41,1,100.0
271,33,0,58.48
579,3,4,83.11
251,17,4,68.79
559,3,5,66.2
89,19,2,40.97
445,8,0,39.66
331,15,3,60.78
138,25,3,59.96
356,37,1,80.8
600,24,7,100.0
273,3,5,62.25
18,40,2,64.99
310,44,0,79.9
153,40,2,74.05
389,37,7,100.0
259,18,3,60.55
570,13,2,73.04
124,20,3,45.8
353,14,3,68.76
272,2,1,30.35
244,36,3,93.95
449,45,8,100.0
246,15,3,57.53
519,13,0,59.31
140,8,0,16.39
361,6,0,37.51
7,13,4,42.3
477,5,5,75.45
351,20,5,89.27
494,14,5,85.21
426,7,8,95.58
38,33,0,48.46
592,39,5,100.0
186,0,7,59.19
595,31,7,100.0
599,4,2,67.62
92,29,4,66.14
85,21,3,54.71
43,19,0,23.97
136,15,8,74.62
420,6,4,72.29
73,6,1,15.13
547,1,1,61.27
511,13,6,93.52
155,30,3,76.43
254,40,0,62.85
170,13,4,59.3
169,4,1,26.82
321,10,6,80.03
566,39,8,100.0
455,4,0,39.21
154,28,1,47.18
348,10,5,72.14
450,4,7,87.19
172,31,6,88.07
9,35,8,95.83
264,14,1,45.74
437,18,8,100.0
246,21,3,65.96
545,33,2,95.13
498,16,6,95.24
128,11,4,52.59
600,24,4,99.69
326,16,1,49.95
403,9,5,75.83
358,27,5,99.04
16,17,3,41.95
273,17,4,70.35
115,44,6,99.81
90,31,7,89.59
81,13,5,54.38
323,15,4,71.01
113,17,2,41.26
57,15,6,66.92
153,16,7,75.45
403,6,2,45.61
265,11,4,71.37
314,33,1,69.91
40,9,3,38.75
104,4,3,38.24
192,20,7,88.64
400,2,2,46.61
277,18,4,70.91
353,44,4,100.0
579,43,1,100.0
255,34,8,100.0
98,5,3,32.32
587,13,8,100.0
281,3,8,77.65
402,44,1,88.83
108,17,8,86.62
198,28,8,100.0
302,34,1,72.75
326,37,5,100.0
153,15,8,86.5
551,19,3,84.52
404,23,1,72.7
461,34,6,100.0
131,43,8,100.0
83,18,5,60.28
398,3,3,55.23
108,32,0,51.94
220,1,3,47.08
552,12,2,77.8
367,44,6,100.0
146,29,4,74.84
111,33,2,59.45
557,29,1,87.04
493,23,1,69.89
504,43,4,100.0
474,32,7,100.0
270,40,7,100.0
420,9,4,70.55
366,17,1,57.84
279,18,3,63.09
282,6,6,70.19
39,18,5,51.85
188,23,6,78.54
163,14,4,59.98
535,40,1,97.3
535,41,7,100.0
3,22,1,30.95
289,3,7,72.3
432,37,6,100.0
470,3,2,57.58
180,4,3,45.93
247,40,6,100.0
278,43,3,89.58
580,22,8,100.0
253,39,6,100.0
180,36,0,57.59
508,10,0,47.72
565,10,3,75.87
325,12,8,88.28
356,13,3,60.9
390,7,4,64.38
84,24,0,31.8
316,17,1,49.07
211,43,3,88.28
514,43,3,100.0
383,17,5,77.84
341,9,5,72.17
37,6,7,54.13
510,43,8,100.0
419,13,0,52.24
168,14,0,28.06
342,15,5,80.32
305,1,3,41.75
541,29,3,100.0
536,29,0,74.48
111,17,8,82.69
410,30,2,81.05
205,43,4,89.93
184,12,0,32.72
381,19,7,96.32
495,34,2,86.6
378,22,0,45.11
46,41,5,81.88
550,32,0,87.9
527,37,2,100.0
503,34,4,100.0
21,35,3,61.68
212,19,6,76.9
309,2,5,54.29
271,7,2,39.28
570,39,7,100.0
201,31,7,100.0
31,28,1,43.67
442,6,6,76.22
161,1,0,14.48
253,20,1,41.52
520,5,7,96.47
479,27,0,71.75
9,41,1,51.04
504,35,0,88.79
559,31,4,100.0
435,44,6,100.0
110,41,5,92.72
152,45,5,93.7
101,8,5,50.03
190,10,7,66.15
562,22,4,85.97
80,10,6,53.13
488,1,2,50.77
87,2,8,63.94
193,10,2,40.71
103,34,5,81.91
95,14,2,33.34
422,42,0,82.04
197,10,0,24.04
0,30,2,44.1
406,27,3,82.01
377,27,1,69.36
166,31,8,100.0
508,24,7,100.0
312,19,2,63.54
592,27,6,100.0
417,24,3,76.32
476,10,4,78.33
72,18,3,47.92
140,27,8,96.91
581,0,6,87.98
261,4,3,47.01
339,9,7,83.53
307,41,1,89.83
244,45,6,100.0
514,33,0,78.37
336,35,7,100.0
574,1,5,80.19
560,17,4,94.23
75,12,8,73.08
174,4,8,76.22
108,19,2,40.41
182,1,8,73.13
191,10,8,83.96
64,29,1,41.58
473,31,4,100.0
99,31,1,51.45
543,37,0,85.41
127,27,6,74.01
451,9,3,62.34
368,21,4,83.47
42,16,3,45.32
418,21,5,90.3
487,42,1,99.13
77,18,7,77.04
269,16,3,60.84
314,23,7,95.33
167,35,2,70.12
338,31,4,92.19
192,45,2,85.06
452,35,6,100.0
282,27,2,62.51
335,13,7,85.86
389,35,8,100.0
524,5,1,57.41
239,8,2,40.87
482,20,6,100.0
591,11,4,80.58
554,29,6,100.0
457,30,1,74.28
88,39,3,76.44
94,3,0,11.59
451,30,4,97.32
427,26,7,100.0
150,24,0,38.25
513,4,6,90.02
375,5,6,75.05
21,4,6,40.4
312,26,0,54.62
518,7,2,63.35
205,8,1,36.09
374,14,4,70.3
450,35,1,82.35
594,40,4,100.0
178,6,4,50.93
209,31,3,67.94
499,7,6,89.34
463,14,5,84.48
123,36,1,58.24
112,18,3,58.07
11,38,6,84.69
125,5,8,71.02
564,18,8,100.0
330,27,2,67.08
282,16,0,34.38
139,41,8,100.0
400,18,7,94.77
96,30,6,76.02
516,10,5,89.88
568,14,6,97.16
68,9,8,65.15
117,42,5,100.0
58,22,2,37.4
32,2,2,12.93
317,2,3,45.42
49,17,7,68.86
488,24,8,100.0
18,42,7,92.71
196,19,1,51.02
449,28,3,90.07
558,21,3,91.68
451,14,1,58.83
288,38,7,100.0
140,9,2,38.73
83,20,1,33.15
390,28,6,100.0
590,31,0,87.18
214,9,5,66.6
525,12,2,77.19
214,22,2,56.8
402,22,4,89.11
127,30,2,48.48
476,3,3,67.39
403,2,2,44.74
28,20,6,64.28
337,1,2,42.92
360,3,3,51.29
568,0,1,52.73
391,14,1,60.93
217,32,8,100.0
573,5,0,47.49
201,6,0,30.53
16,18,0,24.99
321,43,2,97.97
517,0,1,51.31
569,38,2,98.83
324,18,4,76.1
411,44,8,100.0
317,25,1,61.89
81,43,0,57.78
473,11,5,77.07
467,21,2,72.31
424,12,6,96.14
203,27,5,82.09
582,13,6,100.0
386,21,4,89.33
97,29,0,40.98
344,43,2,91.75
207,19,2,56.32
513,43,6,100.0
585,26,2,88.01
165,37,4,74.58
21,41,3,66.63
153,40,3,75.96
438,33,6,100.0
294,38,0,66.68
218,40,6,100.0
494,43,7,100.0
229,36,2,80.12
19,0,2,15.4
552,14,3,83.69
147,31,5,84.44
107,7,6,47.09
402,32,0,70.51
595,17,3,86.45
482,44,6,100.0
366,28,1,71.22
413,31,0,77.11
308,32,0,52.35
133,4,5,45.8
282,17,4,63.98
72,9,0,16.85
480,35,2,92.1
351,32,6,100.0
559,22,8,100.0
325,39,8,100.0
442,4,5,83.31
99,33,2,57.56
58,23,0,24.96
507,16,2,75.0
257,30,1,69.5
412,6,4,69.41
451,16,7,100.0
64,27,4,62.62
594,37,0,89.48
153,21,2,50.9
265,14,4,62.68
78,36,6,91.09
314,14,4,71.8
559,24,4,100.0
247,20,6,84.8
413,37,7,100.0
24,1,7,51.8
283,26,6,84.99
448,31,2,86.88
300,20,1,54.71
67,3,0,9.81
6,43,5,84.23
136,18,8,86.21
163,1,2,24.94
82,25,4,67.08
419,33,8,100.0
72,13,8,73.96
236,14,6,71.89
45,19,3,49.16
261,33,1,67.81
175,35,1,59.48
165,18,3,54.07
369,8,0,41.64
53,6,3,33.15
418,29,5,100.0
506,12,5,87.75
340,26,6,100.0
126,43,4,92.63
408,34,8,100.0
366,12,1,47.83
270,14,1,40.67
378,45,3,100.0
72,8,3,42.67
247,44,3,93.19
42,22,0,38.27
376,35,3,91.1
40,39,4,74.96
169,2,8,67.62
211,33,2,69.11
492,18,2,70.87
38,27,4,56.84
368,22,5,90.35
150,39,2,76.02
110,44,0,71.38
479,6,7,89.29
435,40,0,81.39
46,11,1,20.3
574,13,2,79.02
365,45,5,100.0
68,14,3,38.23
298,2,3,42.13
295,14,8,96.21
202,23,5,77.79
60,45,1,68.33
313,7,6,68.91
160,4,2,23.09
330,3,8,78.5
527,13,5,93.01
337,15,7,98.9
303,19,0,45.32
502,23,1,83.36
337,5,5,68.78
549,30,2,87.35
274,5,0,28.78
163,34,5,89.8
442,14,4,68.46
318,28,8,100.0
588,2,5,86.63
503,10,4,79.84
386,2,0,33.03
493,27,0,71.15
489,9,0,48.99
72,32,6,78.46
508,15,5,88.39
389,9,4,66.25
294,32,3,81.87
368,35,7,100.0
548,2,7,88.26
567,4,4,79.2
186,11,3,49.06
444,43,1,91.46
569,12,6,100.0
362,23,4,80.75
122,43,2,74.61
187,31,8,100.0
419,15,8,100.0
251,31,7,98.09
548,44,0,96.06
334,36,2,77.47
91,35,1,54.67
529,20,3,84.7
62,11,1,14.81
511,20,7,100.0
138,20,0,34.31
184,42,3,89.35
204,5,4,49.18
213,8,3,49.08
255,0,7,70.66
134,11,1,29.89
572,13,8,100.0
87,5,1,13.17
206,0,1,27.94
128,21,1,41.36
2,33,7,81.24
120,10,2,37.56
384,2,7,69.9
37,41,6,89.44
340,5,3,56.33
20,5,6,44.85
241,19,7,84.71
454,20,5,91.16
302,1,5,49.82
595,25,2,93.46
594,30,4,100.0
68,25,1,40.85
128,31,4,72.37
195,9,4,52.46
139,22,6,79.13
443,5,3,60.73
282,22,5,76.01
311,27,8,100.0
534,29,3,99.01
276,13,5,71.0
60,36,8,100.0
318,31,0,62.76
51,33,7,93.63
152,40,0,65.79
310,43,3,98.23
543,21,2,78.65
566,30,3,100.0
388,6,6,82.2
547,40,8,100.0
176,20,8,88.51
361,15,0,45.51
313,19,0,44.38
96,42,8,100.0
212,43,3,89.57
136,18,2,42.64
5,31,8,92.02
108,14,4,50.81
546,4,5,77.42
38,10,0,12.19
424,14,0,52.46
260,28,6,97.16
425,44,7,100.0
86,3,7,58.16
464,35,6,100.0
75,22,8,79.36
470,14,0,55.82
413,45,1,96.86
456,43,2,100.0
284,2,4,56.07
238,31,3,84.54
598,9,3,79.51
557,39,7,100.0
371,37,7,100.0
494,21,6,100.0
44,13,0,9.04
400,16,3,70.69
246,20,0,42.1
596,14,4,92.07
449,14,2,64.95
484,0,2,51.38
17,23,3,45.01
288,11,1,45.68
413,9,6,89.46
234,45,3,88.83
415,41,4,100.0
498,41,1,95.62
114,30,5,77.51
233,10,8,87.32
539,15,7,100.0
10,8,7,53.75
205,13,1,29.91
246,18,3,66.28
558,30,7,100.0
126,8,0,17.83
146,35,7,93.89
117,38,2,63.04
381,25,7,100.0
411,7,5,69.35
583,23,6,100.0
362,7,1,52.03
508,18,0,60.85
136,29,5,74.33
174,21,2,53.65
288,8,3,47.24
480,43,8,100.0
18,3,2,23.65
194,36,1,64.56
329,7,1,37.63
174,0,1,18.72
448,27,5,99.56
353,5,1,42.27
498,35,6,100.0
140,10,6,58.05
92,4,6,55.2
238,23,1,55.61
204,17,6,73.69
559,19,7,100.0
432,27,7,100.0
244,12,1,36.18
316,4,4,60.17
294,29,5,86.32
281,0,8,76.67
16,21,5,58.66
70,17,5,56.26
268,45,5,100.0
324,4,8,87.04
304,30,6,94.55
450,5,0,40.35
6,26,0,28.67
313,24,3,73.19
102,28,1,45.52
192,27,2,53.69
573,15,6,98.62
528,11,6,100.0
170,19,2,50.39
536,17,1,70.63
250,33,0,58.47
386,22,8,100.0
206,44,2,80.56
540,26,8,100.0
415,16,3,72.3
379,20,5,82.13
143,39,6,98.25
24,30,5,60.59
72,2,0,9.82
92,16,5,53.42
504,25,5,100.0
597,22,4,95.38
335,5,2,45.81
424,27,2,81.63
498,7,6,93.25
363,44,7,100.0
198,7,2,41.14
412,18,2,68.08
338,37,6,100.0
428,28,6,100.0
138,22,8,88.5
541,31,5,100.0
56,9,6,50.31
231,26,0,47.15
434,0,6,77.49
383,38,1,88.68
559,28,6,100.0
193,44,2,70.09
533,2,8,96.24
517,36,4,100.0
184,30,6,88.79
291,10,7,82.13
334,21,1,56.51
115,17,0,32.96
48,34,6,78.97
81,5,5,49.93
332,2,5,67.66
556,4,1,52.13
334,8,2,45.67
531,27,3,96.02
220,18,2,47.45
322,27,1,62.69
2,26,2,48.77
205,12,5,66.25
39,37,8,100.0
58,42,3,75.22
573,20,5,99.9
506,26,0,71.88
571,45,5,100.0
121,5,2,28.13
478,37,8,100.0
95,10,3,35.37
413,40,6,100.0
234,16,3,51.79
61,38,5,80.11
255,6,6,66.12
560,29,1,77.06
347,20,5,87.34
123,0,7,47.13
481,24,5,100.0
316,31,1,63.81
503,7,3,66.52
47,4,0,10.64
408,29,6,100.0
135,7,7,65.17
200,18,1,36.17
249,43,4,100.0
313,29,7,100.0
367,14,7,91.94
428,35,4,100.0
479,43,7,100.0
313,26,5,88.77
499,12,4,78.68
354,13,3,68.31
484,36,4,100.0
210,29,3,64.59
43,38,0,54.09
540,12,2,72.4
570,15,7,100.0
582,43,6,100.0
91,6,6,57.62
264,26,2,60.46
219,44,8,100.0
441,34,5,100.0
400,14,7,91.14
399,27,7,100.0
575,34,2,100.0
489,6,3,63.86
484,45,5,100.0
469,45,1,99.8
573,19,6,100.0
444,31,1,81.89
268,37,4,90.75
266,39,3,88.6
53,31,8,90.84
527,25,1,85.36
519,38,6,100.0
58,19,6,70.77
39,17,6,65.7
236,14,0,37.76
385,21,7,96.52
299,21,1,58.15
394,20,4,81.98
206,1,1,29.23
335,39,4,100.0
592,42,6,100.0
513,17,5,87.2
177,22,4,66.2
395,12,3,63.27
370,40,7,100.0
317,8,7,78.8
368,6,0,35.54
383,40,1,86.98
61,0,2,16.15
504,1,0,42.01
238,3,2,29.56
194,13,7,73.29
221,31,3,77.0
60,35,6,80.88
128,1,6,55.42
155,39,4,89.1
377,13,0,44.69
585,19,3,100.0
436,24,6,100.0
206,41,4,87.88
387,7,1,48.84
479,27,7,100.0
339,45,1,84.51
339,20,7,92.34
203,22,1,53.12
160,31,4,73.61
539,7,3,70.61
391,30,0,63.6
574,36,7,100.0
533,15,2,73.13
69,39,3,73.37
404,41,3,90.67
590,26,4,100.0
516,39,2,98.1
119,40,8,100.0
216,17,3,68.95
55,34,3,63.26
365,14,5,71.61
503,26,7,100.0
454,16,6,93.7
103,39,3,82.43
76,1,3,33.45
229,30,4,83.78
257,36,4,87.41
263,40,0,71.75
330,40,7,100.0
181,33,4,81.05
549,33,2,90.29
26,2,2,21.73
275,16,3,61.13
298,13,6,78.04
90,13,4,46.4
479,45,0,89.15
572,37,4,100.0
457,34,4,96.36
450,0,5,71.66
364,28,6,97.5
350,3,4,49.37
399,32,1,84.11
252,16,1,42.43
458,27,3,85.65
498,25,0,74.38
507,7,6,95.38
303,33,0,57.71
500,17,2,69.58
597,30,6,100.0
165,26,5,80.64
414,15,6,96.68
461,9,4,69.36
113,39,7,100.0
432,11,5,77.42
355,21,3,74.44
206,15,0,29.39
234,11,1,37.93
441,10,5,79.34
354,19,3,69.36
514,0,2,55.66
207,26,6,82.73
124,2,6,47.79
137,11,1,32.41
338,29,7,100.0
536,8,0,52.39
67,36,6,89.57
572,0,0,48.79
540,41,2,100.0
382,3,2,43.35
18,14,1,21.63
449,26,4,90.36
73,7,3,41.45
572,22,5,100.0
275,14,1,47.15
47,26,3,55.92
210,30,6,86.52
539,38,0,96.47
190,7,2,38.52
314,29,0,62.81
562,41,1,93.6
561,17,8,100.0
112,3,4,37.14
169,42,3,78.13
467,21,3,78.24
13,2,7,43.88
287,14,2,47.63
188,34,3,75.58
154,37,1,61.67
566,32,5,100.0
470,13,8,100.0
74,0,3,24.9
276,25,5,75.6
342,7,3,54.29
424,15,1,63.19
570,37,5,100.0
510,9,6,96.72
181,41,3,84.99
457,36,6,100.0
63,25,7,80.98
259,27,2,67.31
192,11,1,39.38
405,19,4,88.48
92,13,1,33.09
429,45,4,100.0
433,34,5,100.0
403,28,7,100.0
433,11,5,74.49
111,17,3,48.95
374,43,2,95.98
58,1,1,7.53
42,1,0,9.87
206,16,1,46.2
295,9,1,35.41
117,17,4,61.22
531,21,8,100.0
221,18,0,36.17
165,0,3,37.02
155,23,6,78.8
183,35,2,77.24
89,24,7,78.01
93,35,2,55.51
12,30,7,81.34
437,30,1,80.62
537,1,4,66.45
586,18,3,82.66
149,11,8,78.04
7,9,2,18.51
28,30,4,65.47
295,44,8,100.0
339,21,5,86.8
438,22,1,62.4
143,22,0,43.03
518,14,0,57.51
44,25,6,75.57
238,2,1,31.78
154,22,6,73.09
180,19,0,40.73
214,44,3,83.72
87,39,3,67.78
255,38,4,99.86
510,7,0,53.65
72,17,6,73.45
178,40,1,67.26
211,5,1,29.79
233,26,7,97.45
464,35,8,100.0
222,14,5,64.08
263,36,0,60.66
206,4,0,22.14
365,38,6,100.0
275,8,7,72.72
379,6,2,52.09
308,40,8,100.0
267,19,3,67.41
63,9,3,33.64
349,25,2,68.59
493,3,7,90.23
522,37,8,100.0
97,23,0,32.73
70,13,1,25.23
363,40,0,76.2
569,0,3,72.11
275,16,6,74.69
49,44,6,100.0
357,23,5,91.61
563,26,4,100.0
484,6,3,77.97
83,8,7,67.47
583,42,6,100.0
295,34,0,59.15
235,11,5,59.76
55,20,1,36.34
359,2,3,43.83
109,14,4,53.98
191,20,7,76.24
92,9,5,55.27
567,32,1,88.97
59,45,4,85.23
38,5,4,32.05
539,1,5,69.23
48,28,0,42.38
419,39,7,100.0
12,32,2,50.95
35,3,4,35.05
100,3,6,49.04
85,28,2,54.55
515,36,5,100.0
222,19,4,68.78
337,40,6,100.0
165,22,2,54.68
382,44,1,89.97
375,17,3,66.85
470,24,2,77.49
30,0,3,25.14
374,14,6,79.71
10,33,4,70.82
301,19,3,65.26
95,36,5,80.03
189,26,6,80.93
452,21,4,90.06
191,4,6,59.02
485,33,2,97.76
265,38,6,100.0
423,2,2,46.93
127,16,5,61.49
237,23,7,89.05
354,23,5,88.44
111,2,2,25.56
445,44,4,100.0
342,6,8,92.58
144,24,7,80.61
64,2,5,41.37
246,14,8,85.89
489,28,1,80.94
438,28,8,100.0
105,9,5,47.75
180,31,8,100.0
183,22,3,62.59
225,38,4,89.69
88,8,1,22.26
529,36,2,100.0
370,39,0,79.33
398,13,3,64.82
105,3,1,15.09
270,19,1,45.85
502,27,0,72.69
524,13,1,58.33
31,43,3,73.98
392,33,5,100.0
39,12,6,55.11
217,30,6,90.22
81,32,6,91.87
200,38,3,87.14
446,27,4,91.02
427,24,2,76.52
37,31,0,41.47
210,8,7,72.71
443,27,6,100.0
326,30,8,100.0
226,16,3,57.73
47,22,4,58.91
17,12,4,46.52
438,9,6,88.59
186,15,8,87.03
344,5,7,72.79
223,10,6,66.89
487,2,0,44.64
228,27,5,84.14
389,40,8,100.0
588,14,6,100.0
187,12,0,24.65
269,41,8,100.0
309,44,2,89.2
131,16,8,85.42
550,6,3,70.54
71,27,8,98.59
186,37,7,100.0
485,12,6,89.64
190,16,3,55.58
421,14,8,100.0
119,35,3,75.57
219,27,0,51.71
52,14,5,63.36
450,45,3,100.0
411,10,2,57.48
236,30,4,78.46
405,3,2,49.34
421,34,8,100.0
246,33,5,92.9
71,26,2,50.15
184,9,4,49.08
5,29,7,77.17
205,44,7,100.0
543,19,5,100.0
386,28,4,95.91
75,28,4,65.29
176,22,0,36.71
348,20,1,58.02
254,42,3,98.59
307,9,5,71.86
344,40,6,100.0
126,11,0,27.13
286,29,7,100.0
595,32,0,81.39
486,17,8,100.0
382,13,3,63.55
405,21,6,98.95
387,20,5,88.1
524,0,8,96.95
556,42,1,99.35
275,14,6,83.29
499,35,4,100.0
336,21,6,93.86
480,31,0,80.38
272,45,8,100.0
57,32,0,44.4
327,40,4,100.0
108,38,7,100.0
278,22,0,50.69
327,42,6,100.0
